"POLITICO";"SOBRENOME";"NOME_MINUSCULA";"NOME_CASA_MINUSCULA";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"FRANCISCO ARAÚJO";"ARAÚJO";"francisco araújo";"francisco araujo";"FRANCISCO ARAUJO";"PSD";"RR";2436;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189477"
"FRANCISCO ESCÓRCIO";"ESCÓRCIO";"francisco escórcio";"francisco escorcio";"FRANCISCO ESCORCIO";"PMDB";"MA";1762;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189478"
"FRANCISCO FLORIANO";"FLORIANO";"francisco floriano";"francisco floriano";"FRANCISCO FLORIANO";"PR";"RJ";2267;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189479"
"FRANCISCO PRACIANO";"PRACIANO";"francisco praciano";"francisco praciano";"FRANCISCO PRACIANO";"PT";"AM";1913;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189480"
"FRANCISCO RODRIGUES";"RODRIGUES";"francisco rodrigues";"francisco rodrigues";"FRANCISCO RODRIGUES";"DEM";"RR";558;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189481"
"FRANCISCO ROSSI";"ROSSI";"francisco rossi";"francisco rossi";"FRANCISCO ROSSI";"PMDB";"SP";1965;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189482"
"FRANCISCO TENORIO";"TENORIO";"francisco tenorio";"francisco tenorio";"FRANCISCO TENORIO";"PMN";"AL";1839;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189483"
"FRANK AGUIAR";"AGUIAR";"frank aguiar";"frank aguiar";"FRANK AGUIAR";"PTB";"SP";1840;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189484"
"FREDO JUNIOR";"JUNIOR";"fredo junior";"fredo junior";"FREDO JUNIOR";"PCdoB";"DF";2032;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189485"
"FREIRE JÚNIOR";"JÚNIOR";"freire júnior";"freire junior";"FREIRE JUNIOR";"PSDB";"TO";496;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189486"
"GABRIEL CHALITA";"CHALITA";"gabriel chalita";"gabriel chalita";"GABRIEL CHALITA";"PMDB";"SP";2358;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189487"
"GABRIEL GUIMARÃES";"GUIMARÃES";"gabriel guimarães";"gabriel guimaraes";"GABRIEL GUIMARAES";"PT";"MG";2232;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189488"
"GASTÃO VIEIRA";"VIEIRA";"gastão vieira";"gastao vieira";"GASTAO VIEIRA";"PMDB";"MA";1036;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189489"
"GEAN LOUREIRO";"LOUREIRO";"gean loureiro";"gean loureiro";"GEAN LOUREIRO";"PMDB";"SC";2434;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189490"
"GEDDEL VIEIRA LIMA";"VIEIRA LIMA";"geddel vieira lima";"geddel vieira lima";"GEDDEL VIEIRA LIMA";"PMDB";"BA";673;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189491"
"GENECIAS NORONHA";"NORONHA";"genecias noronha";"genecias noronha";"GENECIAS NORONHA";"PMDB";"CE";2311;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189492"
"GEORGE HILTON";"HILTON";"george hilton";"george hilton";"GEORGE HILTON";"PRB";"MG";1841;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189493"
"GERA ARRUDA";"ARRUDA";"gera arruda";"gera arruda";"GERA ARRUDA";"PMDB";"CE";2480;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189494"
"GERALDINHO";;"geraldinho";"geraldinho";"GERALDINHO";"PSOL";"RS";2011;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189495"
"GERALDO PUDIM";"PUDIM";"geraldo pudim";"geraldo pudim";"GERALDO PUDIM";"PR";"RJ";1842;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189496"
"GERALDO RESENDE";"RESENDE";"geraldo resende";"geraldo resende";"GERALDO RESENDE";"PMDB";"MS";1649;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189497"
"GERALDO SIMÕES";"SIMÕES";"geraldo simões";"geraldo simoes";"GERALDO SIMOES";"PT";"BA";1340;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189498"
"GERALDO THADEU";"THADEU";"geraldo thadeu";"geraldo thadeu";"GERALDO THADEU";"PSD";"MG";1650;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189499"
"GERMANO BONOW";"BONOW";"germano bonow";"germano bonow";"GERMANO BONOW";"DEM";"RS";1843;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189500"
"GERÔNIMO DA ADEFAL";"ADEFAL";"gerônimo da adefal";"geronimo da adefal";"GERONIMO DA ADEFAL";"PFL";"AL";1844;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189501"
"GERSON PERES";"PERES";"gerson peres";"gerson peres";"GERSON PERES";"PP";"PA";67;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189502"
"GERVÁSIO SILVA";"SILVA";"gervásio silva";"gervasio silva";"GERVASIO SILVA";"PSDB";"SC";1446;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189503"
"GIACOBO";;"giacobo";"giacobo";"GIACOBO";"PR";"PR";1651;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189504"
"GILMAR MACHADO";"MACHADO";"gilmar machado";"gilmar machado";"GILMAR MACHADO";"PT";"MG";1352;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189505"
"GIOVANI CHERINI";"CHERINI";"giovani cherini";"giovani cherini";"GIOVANI CHERINI";"PDT";"RS";2281;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189506"
"GIOVANNI QUEIROZ";"QUEIROZ";"giovanni queiroz";"giovanni queiroz";"GIOVANNI QUEIROZ";"PDT";"PA";572;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189507"
"GIROTO";;"giroto";"giroto";"GIROTO";"PMDB";"MS";2368;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189508"
"GISELA SEQUEIRA";"SEQUEIRA";"gisela sequeira";"gisela sequeira";"GISELA SEQUEIRA";"PSDB";"PA";2030;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189509"
"GIVALDO CARIMBÃO";"CARIMBÃO";"givaldo carimbão";"givaldo carimbao";"GIVALDO CARIMBAO";"PSB";"AL";1332;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189510"
"GLADSON CAMELI";"CAMELI";"gladson cameli";"gladson cameli";"GLADSON CAMELI";"PP";"AC";1845;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189511"
"GLAUBER BRAGA";"BRAGA";"glauber braga";"glauber braga";"GLAUBER BRAGA";"PSB";"RJ";2001;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189512"
"GONZAGA PATRIOTA";"PATRIOTA";"gonzaga patriota";"gonzaga patriota";"GONZAGA PATRIOTA";"PSB";"PE";137;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189513"
"GORETE PEREIRA";"PEREIRA";"gorete pereira";"gorete pereira";"GORETE PEREIRA";"PR";"CE";1737;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189514"
"GUILHERME CAMPOS";"CAMPOS";"guilherme campos";"guilherme campos";"GUILHERME CAMPOS";"PSD";"SP";1846;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189515"
"GUILHERME MENEZES";"MENEZES";"guilherme menezes";"guilherme menezes";"GUILHERME MENEZES";"PT";"BA";1653;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189516"
"GUILHERME MUSSI";"MUSSI";"guilherme mussi";"guilherme mussi";"GUILHERME MUSSI";"PSD";"SP";2252;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189517"
"GUSTAVO FRUET";"FRUET";"gustavo fruet";"gustavo fruet";"GUSTAVO FRUET";"PSDB";"PR";1437;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189518"
"HELENO SILVA";"SILVA";"heleno silva";"heleno silva";"HELENO SILVA";"PRB";"SE";1654;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189519"
"HÉLIO SANTOS";"SANTOS";"hélio santos";"helio santos";"HELIO SANTOS";"PSD";"MA";2397;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189520"
"HENRIQUE AFONSO";"AFONSO";"henrique afonso";"henrique afonso";"HENRIQUE AFONSO";"PV";"AC";1656;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189521"
"HENRIQUE EDUARDO ALVES";"ALVES";"henrique eduardo alves";"henrique eduardo alves";"HENRIQUE EDUARDO ALVES";"PMDB";"RN";84;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189522"
"HENRIQUE FONTANA";"FONTANA";"henrique fontana";"henrique fontana";"HENRIQUE FONTANA";"PT";"RS";1454;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189523"
"HENRIQUE OLIVEIRA";"OLIVEIRA";"henrique oliveira";"henrique oliveira";"HENRIQUE OLIVEIRA";"PR";"AM";2263;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189524"
"HERMES PARCIANELLO";"PARCIANELLO";"hermes parcianello";"hermes parcianello";"HERMES PARCIANELLO";"PMDB";"PR";1042;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189525"
"HEULER CRUVINEL";"CRUVINEL";"heuler cruvinel";"heuler cruvinel";"HEULER CRUVINEL";"PSD";"GO";2255;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189526"
"HOMERO PEREIRA";"PEREIRA";"homero pereira";"homero pereira";"HOMERO PEREIRA";"PSD";"MT";1847;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189527"
"HUGO LEAL";"LEAL";"hugo leal";"hugo leal";"HUGO LEAL";"PSC";"RJ";1848;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189528"
"HUGO MOTTA";"MOTTA";"hugo motta";"hugo motta";"HUGO MOTTA";"PMDB";"PB";2271;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189529"
"HUGO NAPOLEÃO";"NAPOLEÃO";"hugo napoleão";"hugo napoleao";"HUGO NAPOLEAO";"PSD";"PI";2414;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189530"
"HUMBERTO SOUTO";"SOUTO";"humberto souto";"humberto souto";"HUMBERTO SOUTO";"PPS";"MG";202;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189531"
"IARA BERNARDI";"BERNARDI";"iara bernardi";"iara bernardi";"IARA BERNARDI";"PT";"SP";1400;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189532"
"IBSEN PINHEIRO";"PINHEIRO";"ibsen pinheiro";"ibsen pinheiro";"IBSEN PINHEIRO";"PMDB";"RS";427;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189533"
"ILDERLEI CORDEIRO";"CORDEIRO";"ilderlei cordeiro";"ilderlei cordeiro";"ILDERLEI CORDEIRO";"PPS";"AC";1849;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189534"
"INDIO DA COSTA";"COSTA";"indio da costa";"indio da costa";"INDIO DA COSTA";"DEM";"RJ";1850;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189535"
"INOCÊNCIO OLIVEIRA";"OLIVEIRA";"inocêncio oliveira";"inocencio oliveira";"INOCENCIO OLIVEIRA";"PR";"PE";107;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189536"
"IRACEMA PORTELLA";"PORTELLA";"iracema portella";"iracema portella";"IRACEMA PORTELLA";"PP";"PI";2320;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189537"
"IRAJÁ ABREU";"ABREU";"irajá abreu";"iraja abreu";"IRAJA ABREU";"PSD";"TO";2396;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189538"
"IRAN BARBOSA";"BARBOSA";"iran barbosa";"iran barbosa";"IRAN BARBOSA";"PT";"SE";1914;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189539"
"IRINY LOPES";"LOPES";"iriny lopes";"iriny lopes";"IRINY LOPES";"PT";"ES";1661;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189540"
"ÍRIS DE ARAÚJO";"ARAÚJO";"íris de araújo";"iris de araujo";"IRIS DE ARAUJO";"PMDB";"GO";1851;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189541"
"ÍRIS SIMÕES";"SIMÕES";"íris simões";"iris simoes";"IRIS SIMOES";"PR";"PR";1438;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189542"
"ITAMAR ROCHA";"ROCHA";"itamar rocha";"itamar rocha";"ITAMAR ROCHA";"PMDB";"RN";2027;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189543"
"IVAN VALENTE";"VALENTE";"ivan valente";"ivan valente";"IVAN VALENTE";"PSOL";"SP";1049;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189544"
"IZALCI";;"izalci";"izalci";"IZALCI";"PR";"DF";1974;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189545"
"JACKSON BARRETO";"BARRETO";"jackson barreto";"jackson barreto";"JACKSON BARRETO";"PMDB";"SE";1665;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189546"
"JADER BARBALHO";"BARBALHO";"jader barbalho";"jader barbalho";"JADER BARBALHO";"PMDB";"PA";1666;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189547"
"JAIME MARTINS";"MARTINS";"jaime martins";"jaime martins";"JAIME MARTINS";"PR";"MG";1050;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189548"
"JAIR BOLSONARO";"BOLSONARO";"jair bolsonaro";"jair bolsonaro";"JAIR BOLSONARO";"PP";"RJ";731;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189549"
"JAIRO ATAÍDE";"ATAÍDE";"jairo ataíde";"jairo ataide";"JAIRO ATAIDE";"DEM";"MG";1969;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189550"
"JAIRO CARNEIRO";"CARNEIRO";"jairo carneiro";"jairo carneiro";"JAIRO CARNEIRO";"PP";"BA";153;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189551"
"JANDIRA FEGHALI";"FEGHALI";"jandira feghali";"jandira feghali";"JANDIRA FEGHALI";"PCdoB";"RJ";733;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189552"
"JANETE CAPIBERIBE";"CAPIBERIBE";"janete capiberibe";"janete capiberibe";"JANETE CAPIBERIBE";"PSB";"AP";1668;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189553"
"JANETE ROCHA PIETÁ";"ROCHA PIETÁ";"janete rocha pietá";"janete rocha pieta";"JANETE ROCHA PIETA";"PT";"SP";1852;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189554"
"JÂNIO NATAL";"NATAL";"jânio natal";"janio natal";"JANIO NATAL";"PRP";"BA";2411;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189555"
"JAQUELINE RORIZ";"RORIZ";"jaqueline roriz";"jaqueline roriz";"JAQUELINE RORIZ";"PMN";"DF";2382;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189556"
"JEAN WYLLYS";"WYLLYS";"jean wyllys";"jean wyllys";"JEAN WYLLYS";"PSOL";"RJ";2278;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189557"
"JEFFERSON CAMPOS";"CAMPOS";"jefferson campos";"jefferson campos";"JEFFERSON CAMPOS";"PSD";"SP";1669;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189558"
"JERÔNIMO GOERGEN";"GOERGEN";"jerônimo goergen";"jeronimo goergen";"JERONIMO GOERGEN";"PP";"RS";2340;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189559"
"JERÔNIMO REIS";"REIS";"jerônimo reis";"jeronimo reis";"JERONIMO REIS";"DEM";"SE";664;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189560"
"JESUS RODRIGUES";"RODRIGUES";"jesus rodrigues";"jesus rodrigues";"JESUS RODRIGUES";"PT";"PI";2380;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189561"
"JHONATAN DE JESUS";"JESUS";"jhonatan de jesus";"jhonatan de jesus";"JHONATAN DE JESUS";"PRB";"RR";2333;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189562"
"JILMAR TATTO";"TATTO";"jilmar tatto";"jilmar tatto";"JILMAR TATTO";"PT";"SP";1853;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189563"
"JÔ MORAES";"MORAES";"jô moraes";"jo moraes";"JO MORAES";"PCdoB";"MG";1854;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189564"
"JOÃO ALMEIDA";"ALMEIDA";"joão almeida";"joao almeida";"JOAO ALMEIDA";"PSDB";"BA";676;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189565"
"JOÃO ANANIAS";"ANANIAS";"joão ananias";"joao ananias";"JOAO ANANIAS";"PCdoB";"CE";2381;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189566"
"JOÃO ARRUDA";"ARRUDA";"joão arruda";"joao arruda";"JOAO ARRUDA";"PMDB";"PR";2363;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189567"
"JOÃO BATISTA";"BATISTA";"joão batista";"joao batista";"JOAO BATISTA";"PMDB";"RO";2017;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189568"
"JOÃO BITTAR";"BITTAR";"joão bittar";"joao bittar";"JOAO BITTAR";"DEM";"MG";1855;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189569"
"JOÃO CAMPOS";"CAMPOS";"joão campos";"joao campos";"JOAO CAMPOS";"PSDB";"GO";1671;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189570"
"JOÃO CARLOS BACELAR";" BACELAR";"joão carlos bacelar";"joao carlos bacelar";"JOAO CARLOS BACELAR";"PR";"BA";1856;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189571"
"JOÃO DADO";"DADO";"joão dado";"joao dado";"JOAO DADO";"PDT";"SP";1503;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189572"
"JOÃO HERRMANN";"HERRMANN";"joão herrmann";"joao herrmann";"JOAO HERRMANN";"PDT";"SP";346;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189573"
"JOÃO LEÃO";"LEÃO";"joão leão";"joao leao";"JOAO LEAO";"PP";"BA";1063;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189574"
"JOÃO LYRA";"LYRA";"joão lyra";"joao lyra";"JOAO LYRA";"PSD";"AL";1674;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189575"
"JOÃO MAGALHÃES";"MAGALHÃES";"joão magalhães";"joao magalhaes";"JOAO MAGALHAES";"PMDB";"MG";1233;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189576"
"JOÃO MAIA";"MAIA";"joão maia";"joao maia";"JOAO MAIA";"PR";"RN";1857;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189577"
"JOÃO MATOS";"MATOS";"joão matos";"joao matos";"JOAO MATOS";"PMDB";"SC";1059;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189578"
"JOÃO OLIVEIRA";"OLIVEIRA";"joão oliveira";"joao oliveira";"JOAO OLIVEIRA";"DEM";"TO";1858;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189579"
"JOÃO PAULO CUNHA";"CUNHA";"joão paulo cunha";"joao paulo cunha";"JOAO PAULO CUNHA";"PT";"SP";1065;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189580"
"JOÃO PAULO LIMA";"LIMA";"joão paulo lima";"joao paulo lima";"JOAO PAULO LIMA";"PT";"PE";2392;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189581"
"JOÃO PIZZOLATTI";"PIZZOLATTI";"joão pizzolatti";"joao pizzolatti";"JOAO PIZZOLATTI";"PP";"SC";1056;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189582"
"JOÃO RODRIGUES";"RODRIGUES";"joão rodrigues";"joao rodrigues";"JOAO RODRIGUES";"PSD";"SC";2315;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189583"
"JOAQUIM BELTRÃO";"BELTRÃO";"joaquim beltrão";"joaquim beltrao";"JOAQUIM BELTRAO";"PMDB";"AL";1859;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189584"
"JOFRAN FREJAT";"FREJAT";"jofran frejat";"jofran frejat";"JOFRAN FREJAT";"PR";"DF";362;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189585"
"JONAS DONIZETTE";"DONIZETTE";"jonas donizette";"jonas donizette";"JONAS DONIZETTE";"PSB";"SP";2251;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189586"
"JORGE ALBERTO";"ALBERTO";"jorge alberto";"jorge alberto";"JORGE ALBERTO";"PMDB";"SE";1337;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189587"
"JORGE BITTAR";"BITTAR";"jorge bittar";"jorge bittar";"JORGE BITTAR";"PT";"RJ";1381;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189588"
"JORGE BOEIRA";"BOEIRA";"jorge boeira";"jorge boeira";"JORGE BOEIRA";"PSD";"SC";1563;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189589"
"JORGE CORTE REAL";"CORTE REAL";"jorge corte real";"jorge corte real";"JORGE CORTE REAL";"PTB";"PE";2256;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189590"
"JORGE KHOURY";"KHOURY";"jorge khoury";"jorge khoury";"JORGE KHOURY";"DEM";"BA";677;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189591"
"JORGE PINHEIRO";"PINHEIRO";"jorge pinheiro";"jorge pinheiro";"JORGE PINHEIRO";"PRB";"GO";1470;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189592"
"JORGE TADEU MUDALEN";"MUDALEN";"jorge tadeu mudalen";"jorge tadeu mudalen";"JORGE TADEU MUDALEN";"DEM";"SP";763;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189593"
"JORGINHO MALULY";"MALULY";"jorginho maluly";"jorginho maluly";"JORGINHO MALULY";"DEM";"SP";1967;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189594"
"JORGINHO MELLO";"MELLO";"jorginho mello";"jorginho mello";"JORGINHO MELLO";"PSDB";"SC";2391;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189595"
